host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count_shared_rooms,reviews_per_month
2014-01-21,within a few hours,0.6,0.47,f,t,t,-22.98488,-43.19877,Private room,2,1.0,1.0,1.0,350.0,5,1125,t,1,1,2,143,21,4.44,4.44,4.56,4.89,4.83,4.89,4.72,f,0,0.36
2015-07-23,within a day,0.9,0.27,f,t,t,-22.99627,-43.25372,Entire home/apt,6,2.5,2.0,2.0,618.0,2,365,t,30,52,75,164,0,,,,,,,,f,0,
2016-02-04,within a day,1.0,0.83,f,t,t,-22.92452,-43.19236,Shared room,6,2.0,1.0,1.0,90.0,2,1125,t,30,60,90,365,8,4.88,4.88,4.75,4.88,5.0,4.75,5.0,f,5,0.1
2012-01-13,within a few hours,1.0,0.8,f,t,t,-22.98116,-43.19864,Entire home/apt,4,1.0,2.0,3.0,310.0,5,14,t,0,0,0,78,22,4.69,4.74,4.42,5.0,4.95,4.79,4.32,f,0,0.18
2016-05-14,a few days or more,0.2,0.0,f,t,f,-22.98786,-43.35435,Entire home/apt,5,3.0,3.0,4.0,1549.0,1,1125,t,30,60,90,365,0,,,,,,,,f,0,
2016-03-15,a few days or more,0.0,,f,t,t,-22.98513,-43.19428,Entire home/apt,8,2.5,4.0,4.0,1000.0,4,30,t,0,0,0,0,0,,,,,,,,f,0,
2015-01-14,,,,f,t,f,-23.00193,-43.34752,Entire home/apt,2,2.0,1.0,1.0,210.0,32,32,t,28,58,88,363,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,f,0,0.01
2020-09-07,within an hour,1.0,0.94,f,t,f,-22.96483,-43.17528,Entire home/apt,4,1.0,1.0,2.0,144.0,1,20,t,0,0,0,0,11,4.27,4.64,4.73,4.45,4.45,5.0,4.82,t,0,0.65
2015-08-12,within an hour,1.0,0.84,f,t,t,-22.96441,-43.17505,Entire home/apt,4,1.0,,5.0,250.0,3,1125,t,9,9,20,157,149,4.79,4.87,4.85,4.97,4.97,4.91,4.8,f,0,1.99
2014-02-19,within an hour,1.0,,f,t,t,-22.99434,-43.40571,Entire home/apt,8,5.0,4.0,4.0,4000.0,7,1125,t,30,60,90,365,0,,,,,,,,f,0,
2021-02-18,within an hour,1.0,0.85,f,t,t,-22.83012,-43.3464,Entire home/apt,5,2.0,3.0,3.0,165.0,2,40,t,0,30,60,60,9,5.0,5.0,5.0,5.0,5.0,4.78,4.89,f,0,0.8
2018-03-07,within a few hours,1.0,0.97,t,t,t,-22.98612,-43.18927,Entire home/apt,4,1.0,1.0,3.0,176.0,3,1125,t,28,58,78,252,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.12
2012-07-22,within a day,0.75,0.64,f,t,t,-22.98675,-43.18935,Entire home/apt,4,1.5,1.0,2.0,320.0,2,1125,t,7,25,44,317,16,4.79,5.0,4.79,5.0,4.93,4.79,4.79,f,0,0.15
2016-05-04,within an hour,1.0,1.0,t,t,t,-22.92286,-43.23696,Entire home/apt,2,1.0,1.0,1.0,130.0,1,1125,t,17,47,65,340,44,4.75,4.91,4.91,4.98,4.89,5.0,4.68,f,0,0.81
2013-03-25,within an hour,1.0,0.98,t,t,t,-22.9506,-43.1828,Entire home/apt,7,2.5,3.0,5.0,660.0,4,90,t,9,9,9,9,13,5.0,4.92,5.0,5.0,4.92,5.0,4.62,t,0,0.23
2018-09-01,within an hour,1.0,0.94,f,t,t,-22.96423,-43.19774,Entire home/apt,8,4.0,3.0,4.0,1035.0,1,1125,t,23,42,63,257,60,4.77,4.82,4.37,4.93,4.97,4.9,4.73,t,0,2.03
2019-08-09,within an hour,1.0,1.0,t,t,t,-23.0286,-43.47061,Entire home/apt,4,1.0,2.0,2.0,150.0,2,30,t,9,27,47,294,94,4.79,4.8,4.9,4.91,4.98,4.5,4.74,f,0,2.77
2015-08-24,,,,f,t,t,-22.91077,-43.1831,Entire home/apt,2,1.0,,1.0,500.0,3,1125,t,29,59,89,89,2,4.0,5.0,2.0,5.0,5.0,3.0,3.0,f,0,0.03
2021-12-05,within a few hours,0.8,0.63,f,f,t,-22.97944,-43.19188,Entire home/apt,4,1.0,1.0,1.0,350.0,1,365,t,30,60,85,354,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.5
2015-09-24,within a day,0.6,0.4,f,t,t,-22.98125,-43.19931,Private room,3,1.0,1.0,2.0,119.0,5,8,t,29,59,72,72,72,4.99,5.0,4.93,5.0,5.0,4.97,4.92,f,0,0.94
2014-04-30,a few days or more,0.0,0.5,f,t,t,-22.9185,-43.18075,Entire home/apt,3,1.5,1.0,2.0,210.0,4,1125,t,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,0,0.11
2016-07-13,a few days or more,0.0,0.0,f,t,f,-22.9438,-43.335,Entire home/apt,5,2.0,1.0,5.0,350.0,1,1125,t,29,59,87,87,0,,,,,,,,f,0,
2016-02-18,within a day,0.71,0.75,f,t,t,-22.96356,-43.17016,Entire home/apt,3,1.0,1.0,2.0,350.0,3,1125,t,28,58,85,360,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.1
2019-12-20,within a few hours,1.0,0.83,f,t,t,-23.01985,-43.5125,Entire home/apt,9,3.0,3.0,7.0,1134.0,1,365,t,0,0,0,232,0,,,,,,,,f,0,
2020-10-14,within an hour,1.0,0.9,f,t,t,-22.95484,-43.64936,Entire home/apt,12,4.5,3.0,8.0,690.0,2,1125,t,20,50,80,355,12,5.0,4.92,4.92,5.0,4.83,4.83,4.5,f,0,0.66
2014-07-14,within an hour,1.0,1.0,f,t,t,-22.98491,-43.22412,Entire home/apt,3,1.0,1.0,1.0,222.0,4,120,t,30,60,90,262,0,,,,,,,,f,0,
2014-01-20,within a few hours,0.8,1.0,f,t,t,-22.96384,-43.18208,Entire home/apt,8,4.5,4.0,5.0,800.0,1,365,t,0,0,0,102,0,,,,,,,,t,0,
2013-01-24,within a few hours,0.93,0.64,f,t,t,-22.9769,-43.19121,Private room,2,2.0,1.0,1.0,98.0,1,1125,t,30,60,84,352,6,4.67,4.83,4.5,5.0,5.0,5.0,4.67,f,0,0.15
2015-09-11,within an hour,1.0,1.0,t,t,t,-22.9738,-43.19035,Entire home/apt,4,2.0,2.0,3.0,166.0,3,1125,t,17,47,65,155,31,4.97,4.9,4.94,5.0,5.0,4.97,4.84,t,0,1.08
2016-08-05,,,,f,f,f,-22.97034,-43.35883,Entire home/apt,4,1.0,1.0,2.0,500.0,15,40,t,28,58,88,363,0,,,,,,,,t,0,
2014-11-17,,,,f,t,f,-22.98461,-43.21709,Entire home/apt,5,2.0,2.0,2.0,1171.0,5,30,t,23,53,83,83,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,0,0.04
2014-03-26,within an hour,1.0,1.0,f,t,t,-22.98449,-43.2169,Entire home/apt,4,1.0,1.0,2.0,759.0,1,365,t,18,45,56,56,8,4.75,4.75,4.63,4.88,4.88,4.88,4.88,t,0,0.49
2016-02-19,within an hour,1.0,1.0,t,t,t,-22.930174,-43.178288,Entire home/apt,4,1.5,2.0,2.0,126.0,4,11,t,14,27,33,48,15,5.0,5.0,5.0,4.93,4.93,5.0,4.93,t,0,2.49
2022-01-15,within an hour,1.0,0.97,t,t,f,-22.91851,-43.18627,Private room,1,1.0,1.0,1.0,71.0,1,1125,t,20,50,72,313,15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,3.04
2020-12-03,within a few hours,1.0,1.0,f,t,f,-22.911789,-43.189644,Entire home/apt,3,1.0,2.0,2.0,119.0,2,5,t,20,50,71,142,11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,2.32
2017-09-26,within an hour,1.0,0.89,f,t,t,-22.98471,-43.20727,Entire home/apt,6,2.0,3.0,3.0,376.0,1,1125,t,2,23,49,324,55,4.59,4.8,4.81,4.69,4.78,4.94,4.57,f,0,1.02
2014-07-27,within an hour,1.0,0.97,t,t,t,-22.97143,-43.18674,Entire home/apt,3,1.0,1.0,4.0,330.0,3,30,t,19,49,69,199,2,5.0,5.0,5.0,4.5,4.5,5.0,5.0,t,0,0.54
2016-01-21,within an hour,0.75,1.0,f,t,t,-22.98376,-43.24333,Private room,4,1.0,1.0,2.0,489.0,1,365,t,30,60,84,187,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.2
2015-04-06,within an hour,0.9,0.97,f,t,t,-23.00518,-43.34887,Entire home/apt,6,3.0,2.0,3.0,3000.0,5,1125,t,9,17,28,131,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.02
2015-07-06,within an hour,1.0,1.0,f,t,t,-22.96372,-43.17029,Entire home/apt,5,1.0,2.0,2.0,657.0,5,1125,t,30,60,90,365,3,5.0,5.0,4.67,5.0,5.0,4.67,4.67,f,0,0.05
2015-09-17,within a few hours,1.0,0.75,f,t,f,-22.95114,-43.18559,Entire home/apt,4,1.5,1.0,1.0,321.0,2,1125,t,28,58,82,357,10,4.9,4.8,4.9,4.9,4.9,4.8,4.6,f,0,0.12
2017-06-25,within an hour,0.9,0.99,t,t,t,-22.97511,-43.18903,Entire home/apt,2,1.0,1.0,1.0,150.0,3,30,t,0,15,33,47,145,4.97,4.98,4.95,4.83,4.87,4.96,4.94,t,0,2.45
2015-07-10,,,0.0,f,t,t,-22.93755,-43.19091,Entire home/apt,6,1.5,2.0,3.0,900.0,5,7,t,28,58,88,363,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.04
2017-07-10,within a few hours,1.0,0.57,f,t,f,-22.97027,-43.18464,Entire home/apt,3,1.5,2.0,3.0,350.0,6,120,t,28,58,73,348,12,4.67,4.83,4.67,4.83,5.0,4.92,4.5,f,0,0.21
2016-06-04,within an hour,1.0,1.0,f,t,t,-22.89432,-43.19283,Entire home/apt,5,1.0,2.0,3.0,110.0,3,60,t,0,0,0,0,8,4.75,4.75,4.88,5.0,5.0,4.5,4.88,t,0,0.46
2014-02-11,,,,f,t,f,-22.96091,-43.1756,Shared room,2,1.0,1.0,1.0,929.0,1,1125,t,30,60,90,365,0,,,,,,,,f,1,
2018-03-27,,,,f,t,f,-22.92644,-43.43036,Shared room,4,1.0,1.0,1.0,400.0,2,4,t,30,60,90,90,0,,,,,,,,t,1,
2015-02-06,a few days or more,0.33,0.0,f,t,t,-22.96508,-43.17502,Entire home/apt,8,2.0,2.0,8.0,435.0,5,90,t,30,60,81,350,152,4.79,4.89,4.81,4.89,4.87,4.98,4.72,f,0,1.76
2022-01-19,within a few hours,1.0,1.0,f,t,t,-22.978029,-43.190479,Entire home/apt,7,1.0,2.0,4.0,145.0,2,365,t,1,22,43,133,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,1.0
2013-11-12,within an hour,1.0,1.0,f,t,t,-23.00191,-43.42748,Entire home/apt,4,2.0,1.0,1.0,289.0,2,1125,t,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,4.5,4.0,t,0,0.04
2016-04-06,within an hour,1.0,0.95,t,t,t,-22.96639,-43.18783,Private room,1,1.0,1.0,1.0,150.0,2,10,t,20,34,58,58,4,5.0,4.75,5.0,5.0,5.0,5.0,4.5,f,0,0.7
2018-09-21,within a few hours,1.0,0.93,t,t,f,-22.95626,-43.20064,Entire home/apt,6,2.0,2.0,2.0,200.0,3,365,t,0,0,8,8,0,,,,,,,,f,0,
2021-11-18,within a few hours,1.0,0.6,f,t,t,-22.98559,-43.22357,Entire home/apt,7,2.0,2.0,5.0,361.0,2,1125,t,13,43,73,348,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.54
2014-12-26,within an hour,1.0,0.8,t,t,t,-22.96471,-43.17565,Entire home/apt,4,1.0,1.0,2.0,100.0,2,1125,t,7,7,12,281,55,4.89,4.96,4.91,4.98,4.96,4.89,4.89,f,0,0.61
2019-02-03,a few days or more,0.0,0.0,f,t,t,-22.98346,-43.1963,Entire home/apt,7,1.5,2.0,2.0,361.0,1,365,t,30,60,83,173,0,,,,,,,,f,0,
2014-04-18,,,,f,t,f,-23.01756,-43.54273,Entire home/apt,12,3.0,2.0,2.0,871.0,3,30,t,30,60,90,365,0,,,,,,,,f,0,
2016-01-17,a few days or more,0.0,,f,t,t,-22.96902,-43.40031,Entire home/apt,5,1.0,2.0,3.0,1000.0,7,1125,t,30,60,90,365,0,,,,,,,,t,0,
2016-03-29,within an hour,1.0,1.0,t,t,f,-22.99524,-43.23914,Entire home/apt,6,1.0,2.0,2.0,251.0,2,4,t,30,56,76,249,15,5.0,4.93,5.0,5.0,5.0,4.8,4.93,t,0,2.87
2014-08-29,,,0.0,f,t,t,-22.98703,-43.22663,Entire home/apt,9,3.0,3.0,9.0,3000.0,1,28,t,28,58,88,88,0,,,,,,,,f,0,
2014-05-26,within a few hours,1.0,0.86,f,t,t,-22.96641,-43.18429,Entire home/apt,6,1.0,2.0,3.0,300.0,7,90,t,30,60,90,102,4,4.25,5.0,4.5,5.0,4.75,5.0,3.5,f,0,0.12
2022-06-08,a few days or more,0.25,0.0,f,t,t,-22.9621876,-43.1746227,Entire home/apt,3,1.0,1.0,1.0,170.0,3,365,t,7,19,31,43,0,,,,,,,,f,0,
2018-04-04,a few days or more,0.0,,f,t,f,-22.91586,-43.19206,Private room,2,1.0,1.0,1.0,550.0,2,7,t,29,59,89,364,0,,,,,,,,f,0,
2018-12-26,within an hour,1.0,0.99,f,t,t,-22.92938,-43.24777,Entire home/apt,4,1.0,2.0,4.0,140.0,2,1125,t,23,53,83,358,8,4.5,4.38,4.63,5.0,5.0,5.0,4.5,f,0,0.45
2018-03-10,within an hour,1.0,1.0,t,t,f,-23.02203,-43.51106,Entire home/apt,4,2.0,2.0,3.0,220.0,14,1125,t,5,35,54,143,16,5.0,5.0,4.81,4.88,5.0,4.75,4.94,f,0,0.48
2010-10-20,within a day,0.86,0.5,f,t,t,-22.96005,-43.2039,Entire home/apt,4,2.0,2.0,2.0,800.0,3,30,t,27,57,83,358,5,4.8,4.8,4.8,4.8,4.8,4.8,4.2,f,0,0.13
2017-08-21,within an hour,1.0,0.56,f,t,t,-22.98346,-43.18994,Entire home/apt,7,2.0,2.0,4.0,350.0,2,15,t,22,52,76,346,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.18
2012-03-21,within a day,0.95,0.79,f,t,t,-22.98362,-43.19501,Entire home/apt,3,1.0,1.0,2.0,390.0,2,1125,t,0,0,0,0,17,4.47,4.88,4.71,4.88,4.82,4.82,4.53,f,0,0.31
2021-12-17,within a few hours,1.0,1.0,f,t,t,-22.93975,-43.1924,Entire home/apt,4,1.0,1.0,2.0,230.0,3,1125,t,25,50,55,330,5,4.4,4.6,4.8,5.0,4.6,4.6,4.8,t,0,1.01
2017-04-15,within an hour,1.0,0.95,f,t,t,-22.9804,-43.21912,Private room,1,1.0,1.0,1.0,54.0,1,1125,t,0,0,0,0,12,4.25,4.33,3.75,4.67,4.58,4.67,4.67,t,0,0.4
2014-08-19,within an hour,1.0,0.99,t,t,t,-22.96592,-43.17759,Entire home/apt,4,1.0,1.0,2.0,235.0,2,1125,t,18,48,63,87,10,5.0,5.0,4.9,5.0,5.0,5.0,4.9,f,0,1.3
2014-06-26,within a day,0.91,1.0,f,t,t,-22.95553,-43.24599,Entire home/apt,16,3.0,,1.0,2800.0,1,365,t,30,60,90,364,2,5.0,5.0,5.0,5.0,5.0,4.5,4.5,t,0,0.59
2014-04-15,within a day,0.81,0.34,f,t,t,-22.98457,-43.21306,Entire home/apt,6,2.5,3.0,4.0,651.0,4,365,t,9,21,43,313,5,4.6,4.6,5.0,4.8,4.4,5.0,4.8,t,0,2.0
2016-12-30,within an hour,1.0,0.98,t,t,t,-22.98449,-43.19468,Entire home/apt,4,1.0,1.0,3.0,195.0,3,31,t,20,50,69,69,50,4.9,4.9,4.82,4.96,4.98,4.9,4.74,t,0,0.85
2016-03-22,within a few hours,1.0,1.0,t,t,t,-23.00903,-43.53262,Entire home/apt,4,2.0,1.0,2.0,450.0,3,1125,t,30,57,82,345,55,5.0,4.93,4.96,5.0,5.0,5.0,4.85,f,0,1.03
2014-02-04,,,0.0,f,t,f,-22.95891,-43.20224,Private room,2,1.0,1.0,2.0,200.0,7,30,t,30,60,90,365,0,,,,,,,,f,0,
2016-05-28,within an hour,1.0,1.0,f,t,t,-22.96458,-43.17423,Entire home/apt,4,1.0,1.0,2.0,518.0,3,90,t,11,23,53,310,50,4.86,4.92,4.78,4.9,4.86,4.96,4.78,t,0,0.86
2018-01-09,within a few hours,1.0,1.0,t,t,f,-22.922396,-43.177029,Entire home/apt,2,1.0,,1.0,90.0,2,90,t,7,21,29,182,19,4.95,5.0,4.89,5.0,4.94,5.0,4.94,f,0,2.19
2014-04-15,within a few hours,0.86,0.11,f,t,t,-23.0055,-43.39761,Entire home/apt,12,7.5,6.0,6.0,4000.0,5,365,t,30,60,90,179,0,,,,,,,,f,0,
2015-12-28,,,,f,t,f,-22.9646,-43.40685,Entire home/apt,6,3.0,3.0,2.0,981.0,30,30,t,28,58,88,363,0,,,,,,,,f,0,
2017-04-24,,,0.0,f,t,t,-22.94923,-43.18517,Entire home/apt,6,2.0,2.0,4.0,258.0,3,30,t,0,0,0,141,6,5.0,5.0,4.83,5.0,5.0,5.0,4.67,f,0,0.1
2019-05-22,within a day,1.0,,f,t,t,-23.0103,-43.44056,Private room,2,1.0,1.0,1.0,106.0,1,7,t,0,0,0,172,12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.35
2019-12-08,within an hour,1.0,0.83,t,t,t,-23.00396,-43.34043,Entire home/apt,3,1.0,1.0,2.0,200.0,4,1125,t,0,0,0,0,0,,,,,,,,f,0,
2017-01-10,,,0.83,f,t,f,-22.96067,-43.16808,Entire home/apt,4,1.0,1.0,1.0,300.0,2,30,t,0,0,0,0,7,4.71,4.86,4.71,5.0,5.0,4.83,4.17,f,0,0.11
2016-05-12,within an hour,1.0,1.0,f,t,t,-22.97194,-43.39616,Entire home/apt,6,2.0,2.0,2.0,262.0,3,90,t,0,0,17,152,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.07
2016-07-26,,,,f,t,f,-22.86947,-43.35135,Entire home/apt,4,1.0,1.0,1.0,400.0,1,30,t,29,59,89,364,0,,,,,,,,t,0,
2015-09-15,a few days or more,0.0,,f,t,t,-22.90706,-43.17191,Entire home/apt,1,2.0,,1.0,600.0,1,1125,t,30,60,90,365,0,,,,,,,,f,0,
2018-01-13,within an hour,1.0,0.95,f,t,t,-22.97465,-43.41523,Entire home/apt,2,1.0,1.0,2.0,282.0,1,1000,t,30,54,54,302,2,4.5,4.5,4.5,5.0,5.0,4.5,4.0,t,0,0.09
2019-01-27,within an hour,1.0,0.98,t,t,t,-22.9871,-43.19075,Entire home/apt,4,1.0,1.0,2.0,316.0,2,365,t,0,0,0,0,74,4.91,4.97,4.74,4.93,4.93,4.99,4.76,t,0,3.72
2017-02-07,,,,f,t,f,-22.9173,-43.18903,Entire home/apt,6,1.0,1.0,5.0,400.0,4,6,t,28,58,88,363,0,,,,,,,,f,0,
2010-09-13,within a few hours,0.88,0.33,f,t,f,-23.00451,-43.30873,Entire home/apt,14,7.0,6.0,10.0,3050.0,1,730,t,29,59,84,359,7,4.57,4.86,4.86,4.86,4.57,4.71,4.57,f,0,0.09
2021-09-03,within an hour,1.0,0.92,f,t,t,-22.96511,-43.19417,Entire home/apt,3,2.0,2.0,3.0,150.0,1,1125,t,13,32,44,44,7,5.0,4.57,5.0,5.0,5.0,4.86,5.0,f,0,2.63
2016-06-29,within a day,0.6,0.31,f,t,t,-22.98391,-43.19401,Private room,2,1.0,1.0,1.0,300.0,1,1125,t,29,59,85,175,6,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,0,0.14
2021-11-08,,,0.0,f,t,f,-22.98251,-43.21825,Private room,2,1.0,1.0,1.0,321.0,5,14,t,23,53,74,74,0,,,,,,,,f,0,
2016-08-18,within an hour,1.0,0.67,f,t,t,-22.9401,-43.33166,Private room,2,2.0,2.0,3.0,152.0,1,365,t,29,59,83,172,0,,,,,,,,f,0,
2021-12-04,within an hour,1.0,1.0,f,t,t,-22.96732,-43.17907,Private room,1,2.5,1.0,1.0,200.0,1,30,t,29,59,87,362,1,3.0,4.0,3.0,5.0,5.0,5.0,4.0,t,0,0.18
2018-01-30,a few days or more,0.0,0.0,f,t,f,-22.97242,-43.35793,Entire home/apt,2,1.0,1.0,1.0,150.0,3,30,t,0,0,8,275,1,5.0,5.0,4.0,5.0,5.0,4.0,4.0,f,0,0.02
2016-06-20,,,,f,t,f,-22.97352,-43.39611,Entire home/apt,4,2.0,2.0,2.0,2323.0,24,1125,t,23,53,83,358,0,,,,,,,,t,0,
2014-05-14,within an hour,1.0,1.0,t,t,t,-22.97603,-43.18973,Entire home/apt,7,2.0,1.0,5.0,299.0,2,1125,t,11,32,50,325,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,t,0,0.11
2020-12-08,within a day,1.0,1.0,f,t,f,-22.96607,-43.18839,Entire home/apt,5,2.0,3.0,3.0,410.0,7,90,t,28,58,77,352,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.47
2019-12-20,within a few hours,1.0,0.83,f,t,t,-23.01074,-43.35521,Entire home/apt,4,1.0,1.0,2.0,298.0,1,365,t,23,47,60,322,5,4.2,4.4,4.2,4.2,3.8,5.0,5.0,f,0,0.61
2016-07-18,a few days or more,0.0,,f,t,f,-22.9311,-43.1823,Entire home/apt,3,1.0,1.0,2.0,200.0,3,1125,t,30,60,90,180,0,,,,,,,,t,0,
2012-11-24,within an hour,1.0,0.89,f,t,t,-22.98584,-43.19187,Entire home/apt,6,2.0,2.0,3.0,299.0,2,1125,t,9,18,31,39,9,4.67,4.67,4.56,4.89,5.0,4.89,4.56,f,0,0.13
2016-01-03,within an hour,1.0,1.0,f,t,t,-22.963736,-43.191418,Entire home/apt,4,1.0,1.0,2.0,300.0,2,15,t,30,60,85,356,5,5.0,4.8,5.0,5.0,5.0,5.0,4.8,t,0,0.12
2014-05-17,within a few hours,1.0,0.74,f,t,t,-22.98502,-43.20844,Entire home/apt,4,2.0,2.0,2.0,1700.0,30,365,t,0,0,0,0,0,,,,,,,,f,0,
2017-08-29,within an hour,1.0,1.0,f,t,t,-22.97082,-43.18601,Entire home/apt,4,1.0,1.0,3.0,100.0,3,30,t,29,59,77,78,56,4.7,4.88,4.7,4.91,4.82,4.96,4.73,t,0,1.06
2014-02-25,,,0.0,f,t,f,-22.96744,-43.18803,Entire home/apt,6,1.0,1.0,2.0,800.0,5,1125,t,29,59,89,179,1,4.0,4.0,5.0,4.0,5.0,5.0,4.0,f,0,0.02
2016-10-16,within an hour,1.0,1.0,f,t,t,-22.96621,-43.17908,Entire home/apt,5,1.0,1.0,3.0,220.0,3,30,t,15,45,65,194,18,4.89,5.0,4.72,5.0,5.0,5.0,4.72,t,0,0.55
2013-03-07,within an hour,1.0,0.71,t,t,t,-22.93033,-43.22875,Entire home/apt,2,1.0,,3.0,70.0,30,365,t,4,24,54,266,47,4.7,4.8,4.91,4.91,4.89,4.65,4.83,f,0,0.5
2021-11-13,within an hour,1.0,1.0,f,t,t,-22.916452,-43.177769,Entire home/apt,4,1.0,1.0,2.0,150.0,2,365,t,30,60,90,365,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,0,1.0
2020-09-09,within a few hours,0.91,0.98,f,t,t,-23.03048,-43.49797,Entire home/apt,3,1.0,1.0,2.0,170.0,4,150,t,18,48,64,153,4,5.0,5.0,5.0,4.5,5.0,4.5,5.0,f,0,0.7
2014-12-15,,,0.0,f,t,f,-22.97387,-43.19138,Entire home/apt,3,1.0,2.0,2.0,929.0,3,1125,t,23,53,83,358,5,3.8,3.8,4.6,4.2,4.2,4.8,3.8,f,0,0.06
2016-01-12,,,1.0,t,t,t,-22.98359,-43.20213,Entire home/apt,4,2.0,2.0,3.0,500.0,3,180,t,0,0,0,0,190,4.98,4.99,4.91,4.99,4.99,4.97,4.91,t,0,2.45
2017-08-18,within a day,0.7,0.65,f,t,t,-22.950888,-43.183681,Entire home/apt,4,1.0,1.0,4.0,156.0,2,1125,t,18,48,74,74,21,4.19,4.33,3.71,4.52,4.76,4.81,4.38,f,0,0.66
2015-11-01,within a few hours,1.0,0.66,f,t,t,-23.01085,-43.35829,Entire home/apt,2,1.0,1.0,1.0,240.0,3,1125,t,0,4,22,269,16,4.94,5.0,4.69,5.0,4.81,5.0,4.81,f,0,0.96
2017-10-16,a few days or more,0.2,0.6,f,t,t,-22.97338,-43.20553,Entire home/apt,6,2.5,3.0,3.0,1243.0,1,365,t,29,59,87,362,2,4.5,5.0,5.0,5.0,5.0,5.0,4.5,f,0,0.34
2013-09-29,within an hour,1.0,1.0,t,t,t,-22.97751,-43.18927,Entire home/apt,4,1.0,1.0,1.0,190.0,2,150,t,29,59,87,267,1,4.0,4.0,2.0,5.0,4.0,5.0,4.0,t,0,1.0
2019-12-28,within an hour,1.0,0.99,f,t,f,-22.981352,-43.202484,Entire home/apt,4,1.5,1.0,2.0,318.0,3,300,t,30,60,86,361,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.71
2016-02-04,within a day,1.0,0.83,f,t,t,-22.92403,-43.19062,Shared room,4,2.0,1.0,1.0,120.0,2,1125,t,30,60,90,365,4,4.5,5.0,4.5,5.0,5.0,3.75,5.0,f,5,0.06
2018-02-08,a few days or more,0.0,,f,t,f,-22.90862,-43.31283,Entire home/apt,3,1.0,1.0,2.0,180.0,4,4,t,30,60,90,365,0,,,,,,,,t,0,
2016-07-17,,,,f,t,f,-23.00893,-43.45273,Entire home/apt,8,4.0,3.0,4.0,1800.0,14,1125,t,24,54,84,359,0,,,,,,,,f,0,
2016-05-26,,,,f,t,f,-22.97704,-43.19211,Entire home/apt,6,2.0,2.0,2.0,1807.0,10,60,t,29,59,89,364,0,,,,,,,,t,0,
2014-04-11,,,0.0,f,t,t,-22.96539,-43.19202,Private room,1,1.0,1.0,1.0,230.0,5,20,t,28,58,88,363,12,4.75,4.75,4.75,4.83,4.91,4.5,4.75,f,0,0.12
2017-03-22,within a day,0.7,0.96,f,t,t,-22.95272,-43.36056,Entire home/apt,2,1.0,2.0,3.0,127.0,2,1125,t,29,59,78,353,4,3.75,4.25,4.25,4.25,4.25,3.5,3.75,t,0,0.25
2013-11-29,within a few hours,1.0,0.91,t,t,t,-22.96631,-43.18129,Entire home/apt,6,2.5,3.0,5.0,300.0,3,30,t,0,0,0,0,60,4.98,4.97,4.98,4.95,4.95,4.95,4.85,f,0,1.64
2020-12-26,within a few hours,1.0,1.0,f,t,t,-22.96353,-43.17128,Entire home/apt,2,1.0,,2.0,250.0,2,365,t,20,50,69,159,14,4.79,4.71,4.93,5.0,5.0,5.0,4.71,f,0,0.86
2015-08-05,within an hour,1.0,0.97,f,t,t,-23.01213,-43.35503,Entire home/apt,4,1.0,1.0,3.0,254.0,3,30,t,7,7,13,103,21,4.62,4.52,4.71,4.76,5.0,4.95,4.62,f,0,1.52
2010-01-16,within an hour,1.0,0.76,f,t,t,-22.98252,-43.19518,Entire home/apt,14,5.0,4.0,6.0,1138.0,2,60,t,18,18,18,18,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.49
