host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count_shared_rooms,reviews_per_month
2016-07-21,within a day,0.5,0.0,f,t,f,-22.96512,-43.3364,Entire home/apt,2,1.0,1.0,1.0,233.0,3,1125,t,29,59,89,364,0,,,,,,,,f,0,
2015-02-28,within an hour,1.0,0.78,f,t,t,-22.97544,-43.1898,Entire home/apt,5,1.0,1.0,1.0,134.0,2,180,t,0,6,11,94,39,4.95,4.95,5.0,4.97,5.0,4.97,4.97,f,0,0.45
2017-01-05,a few days or more,0.0,0.0,f,t,f,-22.98478,-43.21125,Private room,2,3.0,2.0,3.0,250.0,6,90,t,30,60,82,357,2,3.5,3.0,3.0,4.5,4.5,5.0,3.5,f,0,0.06
2018-07-17,within an hour,1.0,1.0,f,t,t,-22.98637,-43.19748,Entire home/apt,4,1.0,1.0,1.0,420.0,4,365,t,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.51
2016-08-24,within an hour,0.97,0.79,t,t,t,-22.97768,-43.19146,Entire home/apt,7,1.0,1.0,3.0,285.0,5,1125,t,30,60,78,78,0,,,,,,,,f,0,
2014-09-14,,,,f,t,t,-22.98511,-43.19404,Private room,2,1.0,1.0,1.0,590.0,3,30,t,29,59,89,364,0,,,,,,,,f,0,
2016-05-25,within a few hours,1.0,1.0,f,t,t,-22.96933,-43.39702,Entire home/apt,4,1.0,2.0,3.0,154.0,2,400,t,0,23,36,112,79,4.86,4.85,4.85,4.87,4.89,4.66,4.8,t,0,1.34
2019-09-06,within an hour,0.96,1.0,f,t,t,-22.97064,-43.18509,Entire home/apt,2,1.0,1.0,1.0,269.0,5,1125,t,3,12,12,12,2,4.5,4.5,3.5,4.5,4.0,5.0,4.5,t,0,0.07
2014-01-18,a few days or more,0.0,0.3,f,t,t,-22.98522,-43.22342,Entire home/apt,2,1.0,1.0,1.0,514.0,2,90,t,29,59,83,83,31,4.77,4.83,4.77,4.8,4.87,4.97,4.6,f,0,0.32
2014-07-21,within a day,0.59,0.19,f,t,t,-22.96411,-43.17569,Entire home/apt,10,2.5,3.0,5.0,400.0,1,1125,t,28,56,73,308,57,4.74,4.73,4.61,4.98,4.89,5.0,4.67,f,0,0.79
2018-04-05,,,,f,t,t,-22.94406,-43.16127,Entire home/apt,3,1.0,1.0,1.0,102.0,5,60,t,7,35,51,305,27,4.42,4.65,3.96,4.85,5.0,4.62,4.38,f,0,0.54
2016-09-10,,,0.0,f,t,f,-22.98018,-43.22104,Private room,1,1.0,1.0,1.0,400.0,1,365,t,30,60,90,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.06
2015-03-11,,,,f,t,t,-22.98267,-43.22431,Private room,2,1.5,1.0,,579.0,4,9,t,29,59,89,89,0,,,,,,,,f,0,
2015-09-01,within a day,1.0,0.0,f,t,t,-22.98424,-43.20765,Entire home/apt,3,1.0,1.0,1.0,309.0,1,365,t,0,0,0,0,72,5.0,5.0,5.0,5.0,5.0,5.0,4.93,f,0,1.47
2020-11-03,within an hour,1.0,1.0,t,t,t,-22.98386,-43.19554,Entire home/apt,4,1.0,1.0,2.0,267.0,1,365,t,30,60,87,222,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,t,0,0.51
2016-03-30,within a day,1.0,0.0,f,t,t,-22.99453,-43.25318,Entire home/apt,4,2.0,2.0,3.0,515.0,5,10,t,30,60,90,364,0,,,,,,,,f,0,
2012-06-17,within an hour,0.9,0.8,f,t,t,-22.97999,-43.416,Private room,2,1.0,1.0,1.0,174.0,1,365,t,0,0,0,233,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,1.65
2014-03-21,a few days or more,0.0,,f,t,t,-22.94254,-43.20178,Private room,2,1.0,1.0,1.0,550.0,2,1125,t,30,60,90,180,0,,,,,,,,f,0,
2016-04-03,within a day,1.0,1.0,f,t,t,-22.89447,-43.28781,Private room,2,1.0,1.0,1.0,700.0,1,1125,t,23,53,83,358,9,4.78,4.78,5.0,4.89,4.78,4.56,4.78,t,0,0.13
2015-03-28,within an hour,0.99,0.99,f,t,t,-22.97093,-43.18621,Entire home/apt,4,2.0,2.0,3.0,201.0,1,1125,t,20,50,75,339,22,4.23,4.41,4.18,4.23,4.23,5.0,4.64,t,0,2.04
2020-06-07,within a few hours,1.0,0.85,f,t,t,-22.98862,-43.48505,Entire home/apt,5,2.5,2.0,2.0,129.0,1,92,t,5,5,16,200,8,4.88,5.0,4.63,5.0,5.0,5.0,4.5,f,0,0.37
2014-09-06,within an hour,1.0,0.91,t,t,t,-22.97301,-43.18821,Entire home/apt,6,1.0,1.0,3.0,311.0,2,1125,t,10,34,47,101,9,5.0,5.0,5.0,4.89,4.89,5.0,5.0,t,0,1.46
2022-02-20,within a few hours,1.0,1.0,f,f,t,-22.915541,-43.188904,Entire home/apt,2,1.0,1.0,1.0,110.0,2,60,t,15,25,47,228,1,4.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,1.0
2017-07-14,within an hour,1.0,1.0,f,t,t,-22.91632,-43.35976,Entire home/apt,2,1.0,1.0,1.0,121.0,3,30,t,30,60,87,87,3,5.0,4.67,5.0,5.0,5.0,4.67,4.33,t,0,0.82
2016-01-09,within a day,0.6,0.67,f,t,f,-22.93377,-43.19249,Private room,1,1.0,1.0,1.0,145.0,1,90,t,20,50,80,355,2,4.5,4.5,5.0,5.0,5.0,4.0,4.5,t,0,0.03
2012-03-21,within a day,0.95,0.79,f,t,t,-22.98427,-43.21677,Entire home/apt,4,1.0,1.0,2.0,300.0,1,365,t,13,43,73,228,2,4.5,5.0,5.0,5.0,5.0,5.0,4.5,f,0,0.92
2018-03-11,within an hour,1.0,0.85,f,t,t,-22.980402,-43.190777,Entire home/apt,8,1.0,1.0,3.0,250.0,2,31,t,29,59,89,269,0,,,,,,,,f,0,
2018-12-26,within a day,0.9,0.62,f,t,t,-22.98211,-43.1981,Private room,2,1.0,1.0,1.0,152.0,2,1125,t,30,60,83,358,0,,,,,,,,f,0,
2016-01-18,,,1.0,f,f,t,-22.97796,-43.19262,Entire home/apt,4,2.0,2.0,3.0,900.0,5,1125,t,0,0,0,193,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.1
2014-05-25,,,,f,t,t,-22.94292,-43.18781,Entire home/apt,6,3.5,4.0,4.0,2168.0,2,30,t,30,60,90,365,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,0,0.01
2019-12-09,,,,f,t,f,-22.89314,-43.25913,Entire home/apt,6,2.0,3.0,3.0,459.0,4,7,t,30,60,90,365,0,,,,,,,,t,0,
2016-07-24,,,,f,t,f,-22.91381,-43.23442,Shared room,1,5.0,1.0,1.0,150.0,1,1125,t,30,60,90,179,0,,,,,,,,f,1,
2014-04-14,,,0.0,f,t,t,-22.95261,-43.18598,Private room,2,1.0,1.0,1.0,150.0,1,7,t,0,0,0,171,15,5.0,5.0,5.0,5.0,5.0,5.0,4.93,f,0,0.5
2014-12-29,,,,f,t,t,-22.96013,-43.17757,Entire home/apt,5,1.0,3.0,4.0,1500.0,3,30,t,29,59,89,364,0,,,,,,,,f,0,
2021-08-09,within a day,1.0,0.82,f,t,t,-23.014822,-43.447338,Private room,6,2.0,1.0,1.0,700.0,2,120,t,10,10,10,122,2,4.5,5.0,5.0,5.0,5.0,5.0,4.0,f,0,0.19
2021-01-05,within an hour,1.0,0.98,f,t,f,-22.96791,-43.18566,Private room,2,1.0,1.0,1.0,147.0,1,365,t,23,53,76,228,2,3.5,3.5,3.0,5.0,5.0,5.0,5.0,t,0,0.42
2016-05-05,,,,f,t,f,-22.9641,-43.19887,Entire home/apt,7,4.5,4.0,5.0,3000.0,10,30,t,23,53,83,173,0,,,,,,,,f,0,
2017-01-15,within a few hours,1.0,0.84,f,t,t,-22.91796,-43.17833,Entire home/apt,4,1.0,1.0,3.0,150.0,30,730,t,3,3,3,222,15,4.93,5.0,4.86,4.92,4.85,4.77,4.77,f,0,0.23
2012-03-21,within a day,0.95,0.79,f,t,t,-22.98205,-43.20016,Entire home/apt,8,2.0,3.0,5.0,401.0,1,365,t,0,0,0,8,5,4.0,3.6,3.2,4.6,4.2,4.8,3.6,f,0,0.79
2017-12-01,within an hour,0.99,0.88,f,t,t,-22.97548,-43.19231,Entire home/apt,4,1.5,2.0,3.0,166.0,3,1124,t,29,59,82,94,37,4.51,4.7,4.3,4.92,4.76,4.86,4.54,f,0,0.78
2019-12-14,within an hour,1.0,1.0,f,t,f,-23.02935,-43.47977,Entire home/apt,7,2.5,2.0,2.0,350.0,3,1125,t,25,55,77,352,7,4.86,5.0,4.86,5.0,4.86,5.0,5.0,t,0,0.23
2013-09-21,within a few hours,0.92,0.54,f,t,t,-22.98541,-43.23451,Entire home/apt,6,1.5,2.0,3.0,1725.0,1,365,t,30,50,50,50,0,,,,,,,,f,0,
2016-03-30,,,,f,t,f,-23.01072,-43.4772,Entire home/apt,10,7.0,4.0,4.0,4800.0,10,30,t,27,57,87,362,0,,,,,,,,f,0,
2014-03-20,within a few hours,1.0,1.0,f,t,t,-22.98956,-43.30211,Private room,1,1.0,1.0,1.0,129.0,3,1125,t,30,60,90,365,0,,,,,,,,t,0,
2017-07-08,within an hour,1.0,1.0,f,t,f,-22.92474,-43.227398,Entire home/apt,5,2.0,2.0,4.0,320.0,3,1125,t,0,0,0,237,0,,,,,,,,t,0,
2019-10-29,within an hour,1.0,,f,t,t,-22.971319,-43.397717,Private room,2,1.0,1.0,1.0,503.0,2,3,t,12,25,42,135,0,,,,,,,,t,0,
2019-07-11,within an hour,1.0,1.0,f,t,t,-22.97804,-43.18839,Entire home/apt,4,1.0,,2.0,163.0,3,85,t,0,0,1,1,72,4.81,4.83,4.71,4.9,4.86,4.92,4.72,f,0,2.07
2015-02-04,within an hour,1.0,0.96,f,t,t,-22.96705,-43.17814,Entire home/apt,6,2.0,3.0,4.0,448.0,1,365,t,7,18,44,74,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,2.0
2016-02-24,within a few hours,0.96,0.68,f,t,t,-22.98462,-43.21046,Entire home/apt,3,1.0,1.0,1.0,175.0,5,1125,t,16,37,67,151,7,4.86,4.86,4.71,4.71,4.71,5.0,4.71,f,0,1.38
2018-01-13,within an hour,1.0,0.95,f,t,t,-22.97435,-43.41499,Private room,2,1.0,1.0,1.0,333.0,4,30,t,30,54,55,330,1,3.0,3.0,1.0,1.0,4.0,5.0,1.0,f,0,0.06
2016-04-09,within an hour,1.0,1.0,f,t,t,-22.98538,-43.21258,Private room,2,1.0,1.0,1.0,250.0,7,30,t,27,57,75,350,0,,,,,,,,f,0,
2015-10-27,within a day,0.66,0.44,f,t,t,-22.99748,-43.38578,Entire home/apt,6,3.5,3.0,3.0,1700.0,3,30,t,30,60,84,359,0,,,,,,,,f,0,
2016-08-06,within a day,1.0,0.5,f,t,t,-22.96282,-43.17204,Private room,1,1.0,1.0,1.0,75.0,3,1125,t,28,58,88,268,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,0,0.03
2016-02-15,within a few hours,1.0,0.33,f,t,t,-22.92981,-43.1784,Entire home/apt,4,1.0,,1.0,185.0,2,1125,t,1,1,1,52,17,4.41,4.94,4.35,4.76,4.94,4.94,4.35,f,0,0.23
2012-10-04,within an hour,1.0,0.43,f,t,t,-22.97636,-43.19277,Entire home/apt,2,2.0,1.0,1.0,299.0,7,35,t,0,0,0,0,15,4.93,4.93,5.0,5.0,4.8,5.0,4.87,f,0,0.21
2016-06-02,within a few hours,1.0,1.0,f,t,t,-22.983957,-43.19022,Entire home/apt,4,1.0,1.0,2.0,195.0,3,30,t,15,45,55,310,0,,,,,,,,f,0,
2016-03-14,,,,f,t,t,-22.9719,-43.19035,Entire home/apt,3,1.0,1.0,2.0,500.0,6,10,t,30,60,90,365,0,,,,,,,,t,0,
2015-11-09,within an hour,0.95,1.0,f,t,t,-22.918214797973636,-43.181915283203125,Entire home/apt,4,1.0,1.0,2.0,256.0,2,1125,t,23,53,75,148,0,,,,,,,,t,0,
2014-07-09,within a few hours,1.0,0.84,t,t,t,-22.98678,-43.21047,Entire home/apt,3,1.0,,2.0,183.0,4,60,t,18,48,69,239,61,4.9,4.9,4.93,4.98,4.98,5.0,4.83,f,0,0.85
2016-09-18,within an hour,1.0,1.0,f,t,f,-22.97409,-43.39245,Private room,2,1.0,1.0,2.0,95.0,1,1125,t,0,0,1,143,9,5.0,5.0,5.0,5.0,4.89,5.0,4.89,t,0,0.16
2019-04-23,within a few hours,0.94,0.47,f,t,t,-22.9848,-43.19944,Entire home/apt,6,4.5,3.0,3.0,5457.0,4,1125,t,30,60,90,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.05
2021-12-27,within an hour,1.0,1.0,f,t,t,-22.98003,-43.19023,Private room,2,1.0,1.0,2.0,152.0,1,15,t,26,37,37,37,3,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,0,0.57
2014-02-27,a few days or more,0.0,,f,t,f,-22.97889,-43.19769,Entire home/apt,8,4.0,3.0,6.0,3000.0,15,1125,t,30,60,90,365,0,,,,,,,,f,0,
2014-03-29,within a few hours,0.77,0.86,f,t,t,-22.98554,-43.19347,Entire home/apt,2,1.0,1.0,1.0,289.0,3,30,t,0,0,14,14,19,4.56,4.5,4.56,4.56,4.56,4.72,4.33,t,0,0.36
2014-02-28,,,,f,t,f,-22.93555,-43.24675,Private room,1,2.0,1.0,1.0,144.0,1,15,t,29,59,89,178,1,5.0,4.0,5.0,5.0,5.0,5.0,5.0,t,0,0.01
2020-02-12,a few days or more,0.2,0.22,f,t,f,-22.97024,-43.18923,Entire home/apt,4,2.5,2.0,2.0,350.0,2,1125,t,29,59,81,356,3,5.0,4.67,5.0,4.33,4.0,5.0,4.33,f,0,0.11
2013-07-20,within a day,1.0,0.91,t,t,t,-22.97602,-43.22495,Entire home/apt,2,1.0,1.0,1.0,286.0,3,1125,t,16,25,29,63,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.12
2016-07-24,a few days or more,0.17,1.0,f,t,f,-23.01357,-43.46147,Private room,2,2.0,1.0,1.0,500.0,1,1125,t,30,60,88,363,0,,,,,,,,t,0,
2021-03-31,within an hour,0.95,0.85,f,t,f,-22.96364,-43.17421,Private room,2,1.0,1.0,1.0,139.0,2,1125,t,28,58,80,80,11,4.55,4.45,4.55,4.45,4.45,4.73,4.55,t,0,0.82
2014-06-21,within an hour,1.0,0.9,f,t,t,-22.96758,-43.18365,Entire home/apt,3,1.0,1.0,1.0,88.0,2,90,t,22,52,69,69,5,5.0,5.0,4.8,5.0,5.0,5.0,5.0,t,0,0.52
2014-01-27,,,,f,t,f,-22.95221,-43.32944,Entire home/apt,12,5.0,5.0,10.0,2700.0,10,30,t,30,60,90,365,0,,,,,,,,f,0,
2020-10-29,within an hour,1.0,0.98,t,t,t,-22.97485,-43.41247,Entire home/apt,3,1.0,1.0,1.0,152.0,3,1125,t,30,60,85,252,33,4.97,5.0,4.91,4.97,4.97,4.67,4.67,f,0,1.86
2016-09-30,a few days or more,0.33,1.0,f,t,f,-22.92544,-43.24243,Private room,1,1.0,1.0,1.0,52.0,30,1000,t,10,26,56,331,1,0.0,,,,,,,t,0,0.02
2015-12-14,,,,f,t,f,-22.96422,-43.17235,Entire home/apt,3,1.0,1.0,2.0,600.0,5,1125,t,0,0,0,0,0,,,,,,,,f,0,
2012-08-19,within a few hours,0.95,0.39,f,t,t,-22.96535,-43.39554,Shared room,6,1.0,1.0,6.0,100.0,1,365,t,30,60,83,349,0,,,,,,,,f,3,
2013-09-25,a few days or more,0.0,0.0,f,t,t,-22.91971,-43.17478,Entire home/apt,2,1.0,,1.0,180.0,3,90,t,30,60,81,356,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,0,0.02
2014-02-20,,,,f,t,t,-22.90705,-43.26854,Entire home/apt,6,2.0,2.0,4.0,1446.0,7,1125,t,30,60,90,365,0,,,,,,,,f,0,
2014-08-16,within a few hours,1.0,,f,t,f,-22.96349,-43.22005,Private room,2,1.0,1.0,1.0,500.0,5,20,t,30,60,90,365,6,4.5,5.0,4.5,5.0,4.83,4.67,4.33,f,0,0.07
2018-10-21,within an hour,1.0,0.98,f,t,t,-22.94618,-43.18232,Entire home/apt,3,1.0,1.0,2.0,168.0,1,365,t,8,11,11,11,22,4.91,4.95,4.64,5.0,5.0,5.0,4.95,t,0,4.4
2015-02-10,within an hour,1.0,1.0,t,t,t,-22.98348,-43.30508,Private room,3,1.5,1.0,1.0,120.0,1,30,t,0,29,49,139,92,4.96,4.93,4.87,4.95,4.92,4.91,4.89,t,0,5.09
2011-03-09,within a day,0.67,1.0,f,t,t,-22.9222,-43.18665,Private room,2,2.0,1.0,1.0,181.0,2,1125,t,29,59,89,364,3,4.0,4.0,2.5,5.0,4.5,4.0,3.5,f,0,0.03
2014-03-07,,,,f,t,f,-22.96309,-43.21916,Entire home/apt,6,2.0,3.0,3.0,700.0,15,1125,t,30,60,90,365,0,,,,,,,,f,0,
2013-06-18,within a few hours,0.93,0.81,f,t,t,-22.96287,-43.17098,Entire home/apt,7,2.0,2.0,6.0,800.0,2,1125,t,30,60,86,176,0,,,,,,,,f,0,
2015-05-22,within an hour,1.0,0.92,f,t,t,-22.91452,-43.18253,Entire home/apt,4,1.0,1.0,2.0,429.0,3,180,t,10,40,64,295,4,4.75,5.0,5.0,5.0,5.0,4.75,5.0,f,0,0.92
2017-10-04,within a day,0.9,0.44,f,t,t,-22.98483,-43.19423,Entire home/apt,6,1.0,1.0,1.0,222.0,2,320,t,30,60,88,363,2,4.5,3.5,4.5,5.0,4.5,4.5,4.0,f,0,0.65
2021-10-12,,,,f,f,t,-22.95482,-43.17999,Entire home/apt,6,2.0,3.0,,2000.0,5,10,t,30,60,90,365,0,,,,,,,,f,0,
2019-07-25,within a day,0.5,0.5,f,t,f,-23.02216,-43.49777,Private room,1,1.0,1.0,1.0,127.0,1,1125,t,30,60,87,176,0,,,,,,,,t,0,
2013-12-10,within an hour,1.0,0.97,t,t,t,-22.91455,-43.18326,Entire home/apt,16,2.5,2.0,18.0,300.0,3,90,t,27,57,79,259,19,4.74,4.68,4.74,5.0,4.89,4.84,4.84,f,0,0.31
2020-01-05,within an hour,1.0,0.96,f,t,t,-22.95434,-43.19564,Entire home/apt,2,1.0,1.0,1.0,180.0,2,60,t,0,0,7,97,17,4.76,4.88,4.94,4.88,4.94,4.94,4.76,t,0,0.6
2020-12-14,within a few hours,0.84,1.0,f,t,t,-22.97521,-43.18926,Entire home/apt,6,2.0,3.0,3.0,480.0,1,365,t,24,54,66,66,2,2.5,3.0,3.0,3.0,2.0,5.0,2.5,t,0,1.62
2017-09-13,within an hour,1.0,0.84,f,t,t,-22.96438,-43.40226,Entire home/apt,2,1.0,1.0,2.0,135.0,2,90,t,23,53,74,163,28,4.54,4.57,4.82,4.5,4.57,4.32,4.32,t,0,1.4
2019-09-25,within an hour,1.0,0.67,f,t,f,-22.984217,-43.208927,Private room,1,2.0,1.0,1.0,150.0,1,90,t,29,59,89,89,4,5.0,4.75,4.75,5.0,5.0,5.0,4.75,f,0,0.66
2013-01-03,within an hour,0.94,0.98,f,t,t,-22.97879,-43.19097,Entire home/apt,4,1.0,1.0,2.0,219.0,1,1125,t,7,16,22,183,7,4.43,4.57,3.86,4.29,5.0,4.86,4.57,t,0,0.31
2016-01-15,within a few hours,1.0,0.85,t,t,t,-22.98242,-43.20431,Entire home/apt,4,1.0,1.0,2.0,334.0,3,1125,t,1,16,16,215,29,4.83,4.79,4.48,4.97,4.9,5.0,4.76,f,0,0.45
2013-08-14,within a day,0.75,0.56,f,t,t,-22.97076,-43.18467,Entire home/apt,7,2.0,2.0,7.0,250.0,5,1125,t,9,29,49,324,37,4.97,4.97,4.95,4.95,4.95,4.95,4.78,f,0,0.78
2016-12-23,,,,f,t,t,-22.919855,-43.208042,Entire home/apt,10,2.0,2.0,4.0,200.0,1,120,t,23,52,76,89,13,5.0,4.92,4.85,4.92,5.0,4.77,4.85,f,0,3.05
2021-03-08,within an hour,1.0,1.0,t,t,t,-22.95424,-43.18021,Private room,1,4.0,1.0,1.0,69.0,2,1125,t,3,3,3,3,10,4.5,4.8,4.8,5.0,5.0,4.9,4.6,t,0,0.97
2021-11-10,within a few hours,1.0,1.0,f,t,t,-23.00391,-43.31038,Entire home/apt,6,3.0,3.0,4.0,1200.0,2,1125,t,0,0,0,171,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.17
2015-03-16,within a day,1.0,0.5,f,t,f,-23.02105,-43.468,Private room,2,1.0,1.0,1.0,230.0,3,1125,t,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.1
2013-08-29,a few days or more,0.0,0.0,f,t,f,-22.98457,-43.19556,Private room,2,1.0,1.0,2.0,192.0,2,1125,t,30,60,84,359,12,4.83,4.92,4.92,5.0,4.83,5.0,4.83,f,0,0.15
2013-12-07,within a few hours,1.0,1.0,f,t,t,-22.96407,-43.19276,Entire home/apt,6,2.0,2.0,3.0,309.0,3,1125,t,0,19,37,312,37,4.65,4.81,4.43,4.95,4.92,4.54,4.65,f,0,0.37
2018-02-04,within a few hours,1.0,0.91,t,t,t,-22.99247,-43.35084,Entire home/apt,5,2.5,2.0,3.0,491.0,3,1125,t,18,48,64,311,48,4.92,4.98,4.94,4.98,4.92,4.98,4.71,f,0,1.14
2012-07-16,within an hour,0.93,0.77,f,t,t,-22.96299,-43.17258,Entire home/apt,6,2.5,3.0,3.0,400.0,5,1125,t,1,1,12,16,34,4.82,4.94,4.88,4.88,4.94,4.88,4.74,f,0,0.92
2014-07-11,within a few hours,1.0,,f,t,t,-22.96279,-43.17062,Entire home/apt,5,1.0,1.0,5.0,250.0,3,1125,t,25,55,73,313,4,4.5,4.25,4.0,4.75,4.75,4.75,4.25,f,0,0.05
2017-02-06,within an hour,1.0,1.0,f,t,t,-22.9653,-43.17211,Entire home/apt,14,6.0,5.0,5.0,1959.0,3,1125,t,0,0,15,15,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.09
2013-06-10,within an hour,1.0,0.86,f,t,t,-22.90101,-43.34899,Private room,2,1.0,1.0,1.0,60.0,2,90,t,27,57,81,356,24,4.96,4.96,4.83,4.92,5.0,4.71,4.96,f,0,0.24
2015-11-25,within an hour,1.0,1.0,t,t,t,-22.98231,-43.20116,Entire home/apt,6,2.0,3.0,3.0,425.0,4,45,t,2,22,38,128,112,4.92,4.84,4.9,4.87,4.85,4.94,4.77,t,0,1.42
2016-01-21,within a day,0.67,0.0,f,t,f,-23.00926,-43.36703,Private room,4,2.0,2.0,2.0,1229.0,2,1125,t,30,60,90,179,0,,,,,,,,f,0,
2017-10-31,within an hour,1.0,1.0,t,t,f,-23.02803,-43.46555,Entire home/apt,4,1.5,2.0,3.0,460.0,2,7,t,22,52,71,242,13,4.92,4.92,5.0,5.0,5.0,5.0,4.92,t,0,1.29
2019-06-21,,,,f,t,f,-22.90583,-43.17218,Entire home/apt,2,1.0,1.0,1.0,379.0,2,1125,t,30,60,90,365,1,5.0,4.0,4.0,5.0,5.0,5.0,4.0,t,0,0.04
2017-02-06,within an hour,1.0,0.95,t,t,f,-22.91605,-43.17537,Private room,2,2.0,1.0,1.0,70.0,1,31,t,19,49,74,74,33,4.7,4.67,4.52,4.85,4.82,4.94,4.82,t,0,0.51
2016-10-24,within a few hours,1.0,1.0,f,t,t,-22.981918,-43.226013,Private room,2,1.0,1.0,1.0,230.0,15,365,t,0,21,51,51,0,,,,,,,,t,0,
2015-12-06,within an hour,1.0,0.94,f,t,t,-22.91981,-43.18867,Entire home/apt,4,1.5,2.0,2.0,220.0,2,90,t,18,48,65,168,35,4.69,4.89,4.63,4.97,5.0,4.63,4.8,f,0,0.44
2014-03-29,within a few hours,0.77,0.86,f,t,t,-22.97989,-43.19169,Entire home/apt,8,2.0,3.0,4.0,2300.0,7,15,t,28,58,88,88,0,,,,,,,,t,0,
2017-03-11,within a day,0.5,0.75,f,t,f,-22.96643,-43.18093,Private room,2,1.0,1.0,1.0,700.0,1,1125,t,30,60,90,365,0,,,,,,,,f,0,
2019-01-15,within an hour,1.0,0.84,f,t,t,-22.98266,-43.22168,Entire home/apt,4,1.5,2.0,3.0,774.0,4,90,t,29,40,58,58,17,4.59,4.59,4.76,4.94,4.88,5.0,4.65,f,0,0.41
2018-09-17,,,1.0,f,t,f,-22.83122,-43.35283,Private room,2,1.0,1.0,2.0,70.0,3,90,t,29,59,89,364,0,,,,,,,,f,0,
2016-10-24,within a few hours,1.0,0.63,f,t,t,-22.96391,-43.17301,Entire home/apt,3,1.0,,2.0,399.0,3,1125,t,30,60,87,362,3,5.0,5.0,5.0,5.0,5.0,5.0,4.67,t,0,0.17
2014-03-25,within an hour,1.0,1.0,f,t,t,-22.98647,-43.19356,Entire home/apt,4,1.0,2.0,3.0,254.0,3,90,t,7,37,56,236,28,4.79,4.93,4.82,5.0,5.0,5.0,4.71,f,0,0.83
2016-07-10,within an hour,1.0,0.7,f,t,f,-23.01103,-43.36682,Entire home/apt,2,1.0,1.0,2.0,365.0,2,15,t,29,59,85,85,9,4.57,4.57,4.71,4.86,4.71,4.86,4.71,f,0,0.12
2017-06-25,within a few hours,0.8,0.45,f,t,t,-22.98481,-43.20347,Entire home/apt,4,2.0,2.0,4.0,600.0,3,180,t,29,59,89,89,1,4.0,4.0,3.0,5.0,4.0,5.0,4.0,f,0,0.14
2011-04-24,within an hour,0.99,0.37,f,t,t,-22.97956,-43.22131,Entire home/apt,7,2.0,3.0,4.0,600.0,2,30,t,29,59,83,173,5,4.4,5.0,3.4,4.4,4.8,5.0,4.6,f,0,0.08
2017-01-19,within a day,0.75,0.8,f,t,f,-22.93511,-43.1754,Private room,2,1.5,1.0,1.0,190.0,1,20,t,29,59,79,354,11,5.0,5.0,5.0,5.0,5.0,5.0,4.91,f,0,0.17
2014-04-09,within an hour,1.0,0.65,f,t,t,-22.98319,-43.20314,Entire home/apt,4,2.0,1.0,2.0,390.0,7,90,t,27,57,87,87,5,4.6,4.6,4.6,4.8,4.8,5.0,4.6,f,0,0.06
2019-09-21,,,1.0,f,t,t,-22.96785,-43.39651,Entire home/apt,4,1.0,2.0,2.0,900.0,1,20,t,0,0,0,0,1,5.0,5.0,3.0,5.0,5.0,5.0,5.0,t,0,0.03
2014-08-27,within an hour,0.86,1.0,f,t,t,-22.99747,-43.41522,Entire home/apt,13,6.0,6.0,6.0,2164.0,3,90,t,30,57,76,194,42,5.0,4.95,4.98,4.93,5.0,4.9,4.83,t,0,2.32
2016-01-05,within a day,0.67,1.0,f,t,t,-22.91156,-43.18721,Entire home/apt,4,1.0,1.0,3.0,5000.0,2,365,t,30,60,90,365,0,,,,,,,,t,0,
2014-03-20,within a day,0.67,0.0,f,t,f,-22.96681,-43.3962,Entire home/apt,5,1.0,2.0,3.0,516.0,3,1125,t,29,59,83,358,0,,,,,,,,f,0,
2012-10-03,within a day,1.0,0.71,f,t,f,-22.98627,-43.19454,Entire home/apt,2,1.0,1.0,2.0,200.0,5,1125,t,14,35,41,284,76,4.77,4.89,4.87,4.92,4.91,4.97,4.55,f,0,0.73
